Student_ID,Name,Gender,Age,Class,Section,Attendance,Study_Hours,Assignments,Previous_Marks,Internal_Marks,Project_Score,Practical_Score,Behavior_Score,Participation,Internet_Access,Family_Income,Parent_Education,Sleep_Hours,Extra_Curricular,Stress_Level,Exam_Preparation,Final_Exam,Final_Grade,Performance,Risk_Level,Pass_Fail
STU102641,Reyansh Mehta,Male,16,9,C,89.64,5.38,73.04,49.41,49.88,80.39,73.18,75.44,78.42,Yes,54249.0,Graduate,7.92,Yes,9.25,91.26,47.18,D,Needs Improvement,High Risk,Pass
STU102642,Avni Khan,Female,13,7,D,100.0,1.86,85.25,52.23,56.39,39.89,76.5,99.42,41.93,Yes,40741.0,Graduate,7.49,Yes,7.43,21.88,35.84,F,Needs Improvement,High Risk,Fail
STU102643,Vihaan Sharma,Male,14,9,A,72.61,3.62,46.29,60.86,62.22,69.05,86.46,73.77,65.88,Yes,32077.0,High School,4.97,Yes,3.71,69.19,45.71,D,Needs Improvement,High Risk,Pass
STU102644,Myra Iyer,Female,14,9,A,60.84,2.78,100.0,62.32,73.9,52.34,79.21,84.62,69.35,No,49211.0,Postgraduate,7.15,Yes,7.71,56.98,38.75,F,Needs Improvement,Critical Risk,Fail
STU102645,Krishna Iyer,Male,13,6,C,82.09,1.74,80.12,74.02,68.4,67.96,92.75,86.43,61.24,Yes,98707.0,Diploma,6.19,Yes,1.26,67.97,57.95,C,Average,Medium Risk,Pass
STU102646,Ira Iyer,Male,16,9,C,78.7,3.59,100.0,67.41,75.09,62.82,82.97,82.17,95.25,Yes,43088.0,Graduate,5.55,Yes,6.64,37.33,46.51,D,Needs Improvement,High Risk,Pass
STU102647,Krishna Mehta,Male,17,11,D,89.84,6.47,62.96,75.92,62.09,100.0,77.52,76.72,92.18,No,78851.0,Graduate,7.25,No,3.79,74.35,59.18,C,Average,Low Risk,Pass
STU102648,Aarav Mehta,Male,19,12,D,94.9,2.34,59.24,77.21,83.62,90.35,95.03,88.05,77.48,Yes,41129.0,High School,5.63,Yes,6.29,56.61,55.08,C,Average,Medium Risk,Pass
STU102649,Aditya Khan,Female,15,8,D,80.95,3.5,81.49,81.85,81.41,86.14,97.64,70.44,100.0,Yes,21086.0,High School,7.27,Yes,9.03,65.62,57.56,C,Average,High Risk,Pass
STU102650,Aarav Rao,Male,18,12,A,79.11,1.6,81.44,39.47,59.57,95.59,84.87,91.36,85.81,Yes,38764.0,Doctorate,8.6,No,1.76,88.4,52.28,C,Average,Medium Risk,Pass
STU102651,Ishaan Joshi,Female,19,12,C,88.27,1.37,81.07,51.96,70.49,68.25,100.0,74.62,72.41,Yes,23623.0,Diploma,7.33,Yes,6.95,60.6,42.89,D,Needs Improvement,Medium Risk,Pass
STU102652,Ayaan Sharma,Female,17,12,D,78.92,2.44,78.79,78.88,82.19,79.98,79.1,94.05,61.42,Yes,68683.0,Graduate,6.74,Yes,6.78,69.64,53.92,C,Average,High Risk,Pass
STU102653,Diya Joshi,Female,13,8,C,77.92,2.98,66.58,73.38,69.23,100.0,82.21,90.56,62.89,Yes,21490.0,Graduate,6.82,No,6.42,87.02,52.54,C,Average,High Risk,Pass
STU102654,Krishna Joshi,Female,18,11,C,94.45,3.05,53.72,85.63,71.23,88.88,83.17,84.59,76.85,Yes,50899.0,Postgraduate,8.01,Yes,3.14,91.91,64.44,B,Average,Low Risk,Pass
STU102655,Ishaan Khan,Female,14,9,D,97.12,3.34,80.25,45.3,65.99,89.42,81.34,76.92,63.31,Yes,34984.0,Diploma,6.66,Yes,4.92,25.24,42.94,D,Needs Improvement,Medium Risk,Pass
STU102656,Diya Mishra,Female,11,6,C,95.01,1.06,56.76,62.4,60.69,64.61,76.82,91.23,42.69,Yes,37057.0,Graduate,6.49,Yes,3.17,78.83,46.94,D,Needs Improvement,Medium Risk,Pass
STU102657,Reyansh Mehta,Male,14,7,D,79.98,2.7,55.34,65.26,56.48,73.15,71.84,84.85,63.15,Yes,72456.0,High School,5.98,Yes,5.96,78.61,46.62,D,Needs Improvement,Medium Risk,Pass
STU102658,Myra Singh,Female,17,10,B,56.32,4.5,70.29,72.67,83.3,67.96,67.52,39.4,88.5,Yes,46507.0,Postgraduate,6.02,Yes,2.49,71.3,56.64,C,Average,High Risk,Pass
STU102659,Meera Mehta,Female,14,7,C,80.22,1.53,82.46,70.57,64.88,100.0,85.55,68.19,23.67,Yes,48388.0,Postgraduate,7.98,Yes,4.23,55.72,51.87,C,Average,Medium Risk,Pass
STU102660,Riya Mishra,Other,16,9,C,72.9,3.13,100.0,77.51,67.48,56.89,97.33,80.02,95.25,Yes,47027.0,Postgraduate,6.47,No,6.36,44.62,48.89,D,Needs Improvement,High Risk,Pass
STU102661,Ishaan Iyer,Male,16,11,A,80.44,4.17,90.69,68.17,79.11,96.05,95.08,81.36,80.33,No,41056.0,High School,7.61,Yes,3.63,38.02,56.93,C,Average,Medium Risk,Pass
STU102662,Ananya Joshi,Female,12,7,A,73.95,2.45,97.5,91.96,81.83,87.61,88.44,86.49,65.78,No,34264.0,Graduate,7.7,No,4.31,81.89,60.06,B,Average,Medium Risk,Pass
STU102663,Myra Das,Female,16,9,C,81.75,4.25,85.8,97.06,89.88,58.44,98.16,96.59,75.18,Yes,23163.0,Postgraduate,5.95,No,3.29,87.59,70.01,B+,Good,Low Risk,Pass
STU102664,Ayaan Gupta,Male,13,7,B,69.53,1.27,81.5,52.11,73.76,93.67,83.76,85.04,87.3,Yes,58261.0,Postgraduate,6.13,No,5.61,58.9,43.81,D,Needs Improvement,High Risk,Pass
STU102665,Meera Mishra,Male,15,9,B,66.63,5.12,100.0,70.72,66.27,80.36,68.59,52.99,70.6,No,56149.0,Postgraduate,7.63,No,4.82,86.46,49.83,D,Needs Improvement,High Risk,Pass
STU102666,Aadhya Sharma,Female,14,7,B,96.67,4.29,56.16,82.77,71.28,62.76,76.13,80.37,87.08,Yes,82072.0,Graduate,7.15,Yes,3.63,91.74,65.65,B,Average,Low Risk,Pass
STU102667,Vihaan Bose,Male,19,12,D,70.36,3.79,69.8,79.37,83.49,87.05,82.11,92.59,85.31,No,58795.0,Postgraduate,6.8,Yes,3.84,39.13,53.48,C,Average,High Risk,Pass
STU102668,Vivaan Singh,Female,13,6,A,82.0,5.5,70.97,63.47,69.43,72.66,74.64,79.34,73.15,No,40059.0,High School,7.51,Yes,5.42,78.24,50.37,C,Average,Medium Risk,Pass
STU102669,Reyansh Patel,Female,18,12,C,93.45,3.17,89.4,74.08,73.83,77.27,90.72,80.44,50.01,Yes,45642.0,High School,8.11,No,2.98,66.78,62.83,B,Average,Low Risk,Pass
STU102670,Riya Patel,Male,17,11,A,92.97,2.71,61.32,44.66,68.62,71.84,94.84,72.07,68.24,Yes,63466.0,Graduate,6.96,No,5.01,73.89,46.15,D,Needs Improvement,Medium Risk,Pass
STU102671,Meera Bose,Male,16,11,C,91.54,5.9,87.45,69.69,71.53,72.61,57.56,89.39,33.26,Yes,80501.0,Postgraduate,6.37,No,5.17,78.74,56.96,C,Average,Low Risk,Pass
STU102672,Aarav Khan,Male,18,11,A,85.63,6.65,84.69,46.64,61.6,69.46,79.52,73.76,78.02,Yes,40946.0,High School,7.13,Yes,5.41,91.05,54.8,C,Average,Medium Risk,Pass
STU102673,Avni Patel,Female,12,7,B,90.69,2.59,88.2,78.13,88.57,91.13,42.65,85.11,62.45,Yes,80735.0,Postgraduate,6.11,Yes,4.04,39.01,55.04,C,Average,Low Risk,Pass
STU102674,Meera Patel,Female,19,12,A,98.48,3.52,87.93,52.14,69.53,85.91,81.59,83.14,58.92,Yes,47431.0,High School,7.16,Yes,6.31,89.85,52.76,C,Average,Medium Risk,Pass
STU102675,Riya Mishra,Female,17,10,B,87.1,5.37,99.07,72.61,85.96,88.65,81.65,78.65,81.8,Yes,36419.0,Graduate,7.0,No,7.02,61.05,59.2,C,Average,Medium Risk,Pass
STU102676,Diya Verma,Female,18,12,D,59.95,3.57,75.26,75.11,65.83,75.69,100.0,83.81,47.13,Yes,36804.0,Graduate,6.1,Yes,6.39,63.8,49.14,D,Needs Improvement,Critical Risk,Pass
STU102677,Reyansh Mishra,Female,19,12,B,75.66,4.65,83.95,71.21,80.75,84.07,100.0,80.42,72.02,Yes,43148.0,Graduate,6.55,No,5.52,39.35,54.89,C,Average,Medium Risk,Pass
STU102678,Myra Das,Male,16,10,B,90.36,4.95,64.95,59.89,62.36,72.86,94.88,93.33,63.88,Yes,48790.0,Graduate,6.64,No,2.25,75.94,55.15,C,Average,Low Risk,Pass
STU102679,Reyansh Patel,Male,15,8,B,74.47,2.8,61.53,66.63,58.81,68.3,68.03,86.12,66.75,Yes,82296.0,High School,7.81,No,8.45,59.86,38.84,F,Needs Improvement,Critical Risk,Fail
STU102680,Vivaan Iyer,Male,12,6,D,100.0,4.37,100.0,88.9,87.45,100.0,69.75,90.48,75.12,Yes,114728.0,Postgraduate,6.04,Yes,5.22,69.29,68.55,B,Average,Low Risk,Pass
STU102681,Arjun Mishra,Female,12,6,B,81.24,3.69,63.82,63.21,64.05,94.65,68.23,68.83,100.0,No,44565.0,Postgraduate,6.11,Yes,5.72,54.52,44.77,D,Needs Improvement,Medium Risk,Pass
STU102682,Ishaan Verma,Female,15,8,A,83.02,1.75,85.62,70.34,85.17,69.08,100.0,68.08,77.17,Yes,26341.0,Graduate,6.59,No,3.69,43.66,52.98,C,Average,Medium Risk,Pass
STU102683,Ira Bose,Male,18,11,C,95.5,2.12,83.97,61.09,69.26,55.79,67.72,78.75,94.45,Yes,37595.0,Postgraduate,7.62,Yes,4.67,76.49,49.9,D,Needs Improvement,Medium Risk,Pass
STU102684,Kiara Singh,Female,15,9,C,79.81,2.66,93.62,86.33,77.42,53.8,74.91,86.99,95.12,Yes,42849.0,High School,7.8,Yes,7.46,30.27,50.28,C,Average,High Risk,Pass
STU102685,Riya Khan,Male,15,9,A,84.12,5.19,51.13,71.25,56.89,74.86,69.39,84.38,83.85,Yes,55622.0,Graduate,7.29,Yes,6.67,85.04,54.58,C,Average,High Risk,Pass
STU102686,Ira Khan,Female,12,7,A,92.79,5.24,89.37,57.78,65.79,86.09,65.27,68.98,36.81,Yes,21870.0,Diploma,7.79,Yes,4.48,100.0,60.21,B,Average,Low Risk,Pass
STU102687,Aarav Gupta,Male,15,9,B,64.33,4.9,75.13,70.11,59.92,85.58,87.5,87.37,65.69,Yes,78934.0,Graduate,8.28,Yes,8.16,100.0,55.02,C,Average,High Risk,Pass
STU102688,Ishaan Verma,Male,17,10,C,78.58,4.4,67.0,66.14,60.12,85.03,84.95,70.47,50.37,Yes,32738.0,Diploma,7.17,Yes,3.08,55.16,53.4,C,Average,Medium Risk,Pass
STU102689,Aditya Das,Male,18,12,D,91.95,4.36,72.24,92.28,79.1,87.73,51.87,86.09,100.0,Yes,56329.0,High School,6.12,No,1.74,87.59,69.8,B,Average,Low Risk,Pass
STU102690,Vivaan Rao,Male,17,11,C,82.79,4.14,91.55,69.28,70.04,66.71,63.11,81.44,51.93,Yes,46428.0,Graduate,6.91,No,1.24,67.07,59.96,C,Average,Medium Risk,Pass
STU102691,Myra Khan,Male,17,10,A,99.61,4.35,86.97,47.88,65.16,100.0,87.57,75.3,43.05,No,36324.0,Graduate,5.5,No,6.69,90.06,46.11,D,Needs Improvement,Medium Risk,Pass
STU102692,Kiara Sharma,Female,18,12,A,63.09,4.46,74.08,77.98,68.24,79.96,81.39,71.57,20.13,No,89714.0,Graduate,7.43,No,3.71,80.78,53.44,C,Average,High Risk,Pass
STU102693,Vihaan Das,Male,14,8,A,61.72,1.45,58.91,98.58,63.66,81.33,76.89,79.6,51.35,Yes,40076.0,Postgraduate,6.46,No,4.82,57.42,47.45,D,Needs Improvement,High Risk,Pass
STU102694,Vivaan Das,Male,17,12,C,91.24,2.44,59.97,89.15,64.23,69.03,90.0,79.0,72.21,Yes,31927.0,Doctorate,7.12,Yes,7.29,44.8,48.32,D,Needs Improvement,Medium Risk,Pass
STU102695,Riya Mehta,Other,15,8,C,92.39,2.05,87.3,52.35,62.49,82.78,62.42,65.44,89.57,Yes,62353.0,Graduate,6.91,No,5.76,56.15,43.37,D,Needs Improvement,Medium Risk,Pass
STU102696,Avni Singh,Female,12,6,C,79.68,5.47,56.83,65.7,58.24,100.0,75.67,85.22,50.74,No,72900.0,Diploma,6.58,Yes,2.73,66.37,52.46,C,Average,Medium Risk,Pass
STU102697,Arjun Sharma,Female,14,8,B,86.8,6.35,74.23,69.51,60.13,71.85,89.0,91.88,91.09,Yes,44886.0,Postgraduate,7.25,No,8.35,70.57,54.27,C,Average,High Risk,Pass
STU102698,Diya Singh,Male,13,6,B,90.94,0.5,100.0,69.7,89.05,58.27,71.57,88.33,68.85,Yes,53287.0,Graduate,6.86,No,4.52,60.86,51.83,C,Average,Medium Risk,Pass
STU102699,Vivaan Rao,Male,12,6,C,72.23,6.2,82.89,76.1,80.38,73.44,86.25,81.78,61.26,Yes,75637.0,Postgraduate,6.31,Yes,4.97,66.68,61.15,B,Average,Medium Risk,Pass
STU102700,Ira Singh,Female,19,12,D,73.52,3.84,87.13,64.49,68.85,76.68,66.09,72.6,73.11,Yes,44636.0,Diploma,5.79,No,3.67,60.31,49.31,D,Needs Improvement,High Risk,Pass
STU102701,Arjun Sharma,Female,16,11,A,84.28,5.32,60.08,55.35,59.1,76.82,70.61,79.55,95.52,Yes,43917.0,High School,7.39,No,2.87,89.09,56.27,C,Average,Medium Risk,Pass
STU102702,Myra Verma,Female,12,7,C,92.85,4.51,57.59,85.23,71.42,67.41,56.44,76.42,70.92,Yes,69911.0,Graduate,5.67,Yes,5.56,83.13,57.16,C,Average,Low Risk,Pass
STU102703,Riya Iyer,Female,18,11,D,68.01,6.0,87.94,52.02,53.82,85.26,54.02,79.49,50.05,Yes,45892.0,High School,8.97,Yes,2.22,66.39,54.95,C,Average,High Risk,Pass
STU102704,Aadhya Singh,Female,11,6,D,79.62,4.04,71.76,57.17,68.6,100.0,77.34,89.24,77.63,Yes,34651.0,Postgraduate,8.42,Yes,4.93,69.24,55.31,C,Average,Medium Risk,Pass
STU102705,Vivaan Mishra,Female,14,7,C,79.07,1.52,93.6,51.92,69.92,74.79,88.28,76.7,77.35,Yes,48987.0,Graduate,5.25,No,8.27,41.11,38.49,F,Needs Improvement,Critical Risk,Fail
STU102706,Arjun Gupta,Female,15,10,C,87.02,3.53,78.15,79.8,61.58,79.62,80.76,55.95,66.58,No,31824.0,Graduate,7.69,No,6.6,100.0,52.42,C,Average,Medium Risk,Pass
STU102707,Riya Gupta,Male,15,8,B,81.9,4.53,100.0,71.7,78.02,88.19,99.3,87.59,88.39,Yes,47603.0,High School,8.25,No,5.51,53.73,61.6,B,Average,Medium Risk,Pass
STU102708,Aditya Rao,Female,18,11,D,75.45,3.35,68.92,84.14,77.86,90.42,77.73,82.77,28.8,Yes,75844.0,Diploma,6.36,No,2.9,76.4,59.05,C,Average,Medium Risk,Pass
STU102709,Aditya Iyer,Female,18,12,D,96.98,4.75,81.84,57.44,61.8,100.0,54.32,79.8,76.43,Yes,28354.0,Diploma,7.39,No,4.98,80.31,52.88,C,Average,Medium Risk,Pass
STU102710,Myra Joshi,Female,11,6,D,75.53,3.59,64.09,49.95,70.18,84.79,87.6,63.91,84.12,Yes,48093.0,High School,6.86,No,3.51,59.49,47.64,D,Needs Improvement,Medium Risk,Pass
STU102711,Ira Das,Female,12,6,D,78.49,2.75,92.98,62.9,83.76,79.45,67.26,68.01,43.92,Yes,64164.0,High School,7.75,Yes,7.98,45.38,46.14,D,Needs Improvement,High Risk,Pass
STU102712,Myra Iyer,Male,18,12,A,62.9,1.96,84.11,67.08,67.28,63.05,82.81,69.42,43.3,Yes,47769.0,Graduate,6.51,Yes,4.15,60.38,45.53,D,Needs Improvement,High Risk,Pass
STU102713,Ishaan Patel,Male,14,9,A,73.44,3.07,63.08,73.35,66.55,91.25,51.3,71.0,87.97,Yes,91835.0,High School,8.12,No,3.53,54.3,51.88,C,Average,High Risk,Pass
STU102714,Krishna Bose,Female,15,9,A,88.19,4.03,72.74,43.08,51.5,69.39,77.7,72.12,91.14,Yes,50340.0,Graduate,6.84,No,4.66,74.08,45.22,D,Needs Improvement,Medium Risk,Pass
STU102715,Ishaan Singh,Female,16,9,D,85.85,0.56,98.08,77.66,74.95,62.0,90.8,63.82,94.48,Yes,58490.0,Graduate,6.65,Yes,3.54,47.03,52.72,C,Average,Medium Risk,Pass
STU102716,Reyansh Singh,Female,16,9,C,89.19,2.45,96.28,55.69,60.25,81.8,90.67,100.0,57.53,Yes,91508.0,High School,7.71,Yes,5.57,66.97,53.81,C,Average,Medium Risk,Pass
STU102717,Sai Iyer,Female,15,10,A,88.61,0.51,56.28,59.64,62.42,98.13,80.34,96.03,73.62,Yes,61916.0,Doctorate,7.99,No,8.74,15.62,33.98,F,Needs Improvement,High Risk,Fail
STU102718,Aarav Mishra,Female,17,10,D,100.0,2.71,70.51,88.78,92.19,90.32,82.51,81.33,76.0,Yes,48708.0,Graduate,4.43,No,5.11,51.41,58.38,C,Average,Low Risk,Pass
STU102719,Aadhya Bose,Female,14,7,D,73.03,5.62,100.0,35.07,67.14,84.67,75.81,77.6,39.27,No,40427.0,Graduate,3.81,No,3.25,70.43,44.54,D,Needs Improvement,High Risk,Pass
STU102720,Diya Rao,Female,17,10,D,62.57,1.8,74.99,75.16,77.61,62.88,76.85,99.92,72.83,Yes,45824.0,High School,7.38,Yes,4.78,81.81,52.45,C,Average,High Risk,Pass
STU102721,Aadhya Rao,Male,16,10,A,69.39,4.83,80.25,75.1,56.52,100.0,92.77,97.49,72.5,Yes,57280.0,High School,6.27,Yes,2.56,43.61,57.36,C,Average,Medium Risk,Pass
STU102722,Vihaan Mishra,Female,11,6,B,73.56,8.26,92.9,56.9,53.47,89.67,72.67,69.12,83.42,Yes,34679.0,High School,5.55,Yes,10.0,92.05,51.62,C,Average,Critical Risk,Pass
STU102723,Aarav Joshi,Female,14,8,A,70.31,6.03,57.52,62.85,68.39,81.7,73.41,80.97,59.71,Yes,88760.0,Diploma,6.59,Yes,8.7,81.29,50.32,C,Average,Critical Risk,Pass
STU102724,Saanvi Iyer,Male,17,11,D,83.12,3.91,63.4,89.54,88.43,90.15,61.1,75.81,92.51,Yes,138303.0,Diploma,10.0,Yes,7.59,32.93,58.61,C,Average,Medium Risk,Pass
STU102725,Ishaan Sharma,Female,16,10,C,97.03,5.07,72.64,99.0,88.49,77.43,91.25,74.77,71.45,Yes,49303.0,High School,5.54,No,6.6,80.02,69.62,B,Average,Medium Risk,Pass
STU102726,Reyansh Nair,Female,12,6,A,100.0,1.51,95.57,87.04,81.62,65.72,76.78,76.01,100.0,Yes,22725.0,Diploma,7.97,Yes,4.77,46.2,57.67,C,Average,Low Risk,Pass
STU102727,Riya Rao,Female,12,6,B,88.05,1.18,92.8,99.0,99.12,66.51,63.64,76.97,83.44,Yes,69623.0,High School,6.16,No,4.81,72.17,61.92,B,Average,Low Risk,Pass
STU102728,Vivaan Mehta,Female,16,10,B,100.0,3.75,88.3,58.94,71.77,71.6,93.24,80.53,75.0,Yes,51513.0,Postgraduate,5.4,Yes,4.66,81.2,57.21,C,Average,Low Risk,Pass
STU102729,Sai Gupta,Female,15,9,B,77.72,4.34,75.41,44.72,63.41,65.77,79.85,80.6,48.73,Yes,66298.0,Diploma,6.33,Yes,9.85,76.55,40.39,D,Needs Improvement,High Risk,Pass
STU102730,Ayaan Khan,Male,19,12,A,62.41,5.45,94.44,69.16,60.65,66.32,70.15,95.26,46.24,Yes,48379.0,Graduate,5.44,No,4.72,64.58,51.39,C,Average,High Risk,Pass
STU102731,Diya Bose,Male,16,9,D,94.64,2.79,75.21,82.88,78.79,94.16,95.27,68.32,98.82,No,75288.0,Postgraduate,5.28,No,3.97,80.5,58.66,C,Average,Low Risk,Pass
STU102732,Ayaan Khan,Female,18,12,A,59.94,4.01,86.17,40.32,68.14,92.05,77.82,89.6,85.8,Yes,35548.0,Postgraduate,6.2,No,4.89,97.94,50.05,C,Average,High Risk,Pass
STU102733,Ira Singh,Female,14,7,A,72.94,3.95,91.18,55.18,68.83,69.57,58.83,65.1,64.87,No,59274.0,Graduate,5.8,Yes,6.13,62.58,40.53,D,Needs Improvement,High Risk,Pass
STU102734,Myra Mehta,Male,14,9,D,88.24,3.49,100.0,56.95,74.96,94.31,96.2,80.84,62.5,No,56710.0,Diploma,6.84,No,1.0,72.71,60.04,B,Average,Low Risk,Pass
STU102735,Meera Iyer,Male,12,6,B,80.77,3.58,76.66,75.71,73.06,85.81,70.34,90.52,73.99,No,58892.0,Postgraduate,7.19,No,5.89,79.94,50.67,C,Average,Medium Risk,Pass
STU102736,Avni Das,Female,15,10,C,79.71,2.33,72.06,73.64,71.26,73.81,100.0,84.83,45.79,Yes,69912.0,Doctorate,6.13,No,1.0,20.96,47.3,D,Needs Improvement,Medium Risk,Pass
STU102737,Diya Joshi,Female,13,7,A,67.83,4.15,96.93,57.6,77.73,63.91,74.11,74.2,61.58,Yes,74354.0,Graduate,7.69,Yes,8.04,47.3,45.37,D,Needs Improvement,Critical Risk,Pass
STU102738,Ananya Mehta,Female,14,9,D,81.87,4.01,98.08,72.88,71.91,87.15,53.99,81.42,81.03,No,29494.0,Graduate,6.27,No,1.65,94.19,61.78,B,Average,Medium Risk,Pass
STU102739,Kiara Bose,Male,13,8,A,94.04,3.0,69.35,51.68,52.39,100.0,100.0,97.83,83.43,Yes,70327.0,High School,6.83,Yes,3.49,72.47,53.03,C,Average,Medium Risk,Pass
STU102740,Reyansh Joshi,Female,13,7,B,82.24,4.77,60.92,63.18,58.63,83.75,81.15,70.9,63.37,Yes,53370.0,Graduate,4.61,No,1.27,75.14,54.81,C,Average,Medium Risk,Pass
STU102741,Aadhya Das,Female,13,6,A,72.04,5.34,95.79,49.76,63.48,99.67,86.79,84.8,98.8,Yes,45010.0,High School,7.09,Yes,8.7,50.42,47.33,D,Needs Improvement,Critical Risk,Pass
STU102742,Riya Joshi,Female,15,9,A,67.03,4.78,52.87,67.6,51.13,80.39,87.01,89.58,88.81,Yes,55787.0,High School,9.48,Yes,5.08,72.69,53.96,C,Average,High Risk,Pass
STU102743,Krishna Iyer,Female,19,12,B,72.28,2.03,52.11,57.19,61.6,91.89,63.54,73.34,56.16,Yes,54684.0,Diploma,7.87,Yes,9.55,46.34,35.2,F,Needs Improvement,Critical Risk,Fail
STU102744,Diya Sharma,Female,13,7,B,86.71,3.86,73.48,81.05,73.79,79.47,51.26,98.82,47.04,Yes,51296.0,Diploma,6.81,Yes,9.08,30.8,44.75,D,Needs Improvement,High Risk,Pass
STU102745,Vivaan Mehta,Male,14,8,A,86.12,2.24,77.54,69.58,75.63,42.4,100.0,100.0,80.7,Yes,22220.0,Graduate,5.73,Yes,7.6,83.49,51.7,C,Average,Medium Risk,Pass
STU102746,Ananya Mehta,Male,12,7,D,72.39,3.85,60.1,66.37,48.7,70.88,59.02,91.13,61.9,Yes,52253.0,Diploma,8.8,Yes,2.3,61.92,51.74,C,Average,High Risk,Pass
STU102747,Riya Verma,Female,16,11,A,55.47,2.25,79.33,98.29,91.89,80.48,100.0,91.15,58.48,No,44861.0,High School,6.82,No,5.43,59.08,53.98,C,Average,High Risk,Pass
STU102748,Meera Patel,Female,14,8,B,87.04,5.74,80.0,76.13,83.23,100.0,90.61,57.26,74.01,No,57316.0,Graduate,6.26,No,7.83,38.04,50.25,C,Average,Medium Risk,Pass
STU102749,Krishna Rao,Male,18,12,C,71.23,4.95,68.79,64.11,67.53,81.6,84.22,62.15,82.95,Yes,47889.0,Diploma,6.29,Yes,5.88,61.65,50.53,C,Average,High Risk,Pass
STU102750,Vihaan Khan,Female,12,7,D,90.27,5.54,100.0,60.66,70.57,85.54,75.53,76.99,84.25,Yes,127732.0,Graduate,9.28,Yes,4.36,93.89,66.98,B,Average,Low Risk,Pass
STU102751,Saanvi Nair,Female,12,6,A,72.93,5.38,82.45,51.1,66.77,75.96,100.0,70.11,70.99,Yes,44854.0,Diploma,6.87,Yes,5.8,89.46,53.38,C,Average,High Risk,Pass
STU102752,Myra Sharma,Female,15,10,B,70.15,3.27,92.93,68.95,82.05,100.0,73.54,85.51,28.71,Yes,24683.0,Diploma,7.5,Yes,6.0,66.46,55.0,C,Average,High Risk,Pass
STU102753,Aditya Bose,Male,15,10,D,83.84,3.02,54.16,74.92,70.41,100.0,73.93,43.83,87.18,No,46924.0,Postgraduate,6.78,Yes,2.15,60.95,52.41,C,Average,Medium Risk,Pass
STU102754,Kiara Patel,Male,18,12,B,100.0,6.49,54.03,39.37,51.34,76.83,90.81,85.43,55.49,Yes,40136.0,Graduate,6.93,Yes,3.97,79.79,52.82,C,Average,Medium Risk,Pass
STU102755,Myra Rao,Male,18,12,B,90.99,3.44,82.9,48.18,70.82,58.13,70.47,75.89,75.55,No,53838.0,Postgraduate,6.53,No,6.41,74.88,42.17,D,Needs Improvement,Medium Risk,Pass
STU102756,Ishaan Iyer,Male,18,12,D,83.63,1.53,100.0,61.74,76.29,49.96,65.08,71.5,67.8,Yes,40048.0,Graduate,8.56,Yes,6.85,32.32,42.57,D,Needs Improvement,High Risk,Pass
STU102757,Kiara Bose,Female,16,10,C,86.31,5.31,60.85,52.43,50.45,93.68,81.94,100.0,100.0,Yes,65216.0,Postgraduate,7.05,No,5.59,77.39,52.97,C,Average,Medium Risk,Pass
STU102758,Ayaan Patel,Female,14,8,B,60.99,3.93,78.15,70.69,79.28,83.89,91.59,74.3,100.0,Yes,48731.0,Graduate,5.45,Yes,4.28,84.88,57.02,C,Average,Medium Risk,Pass
STU102759,Meera Rao,Female,14,9,D,68.53,6.11,57.47,72.91,65.61,74.49,100.0,58.6,61.73,Yes,57496.0,High School,7.43,No,4.72,75.75,58.14,C,Average,Medium Risk,Pass
STU102760,Vivaan Nair,Male,12,6,D,51.87,4.09,65.22,68.04,65.96,86.26,100.0,83.48,45.8,Yes,95119.0,Graduate,6.87,Yes,3.59,72.45,54.46,C,Average,High Risk,Pass
STU102761,Riya Singh,Male,15,9,C,100.0,3.67,78.9,78.8,75.81,62.88,55.22,82.59,47.2,Yes,50535.0,Graduate,7.42,No,4.89,56.12,52.82,C,Average,Medium Risk,Pass
STU102762,Vivaan Verma,Female,15,8,C,100.0,6.14,68.61,60.64,69.29,98.21,97.71,75.91,74.89,Yes,26904.0,Postgraduate,6.64,Yes,6.8,78.53,59.08,C,Average,Medium Risk,Pass
STU102763,Krishna Nair,Male,12,6,A,86.71,1.24,56.42,69.27,76.44,70.74,67.15,100.0,60.28,Yes,39502.0,Graduate,6.4,No,9.96,81.74,42.59,D,Needs Improvement,High Risk,Pass
STU102764,Ananya Bose,Female,13,7,B,83.62,2.76,56.08,53.95,55.86,63.3,67.25,80.52,50.0,Yes,26375.0,High School,7.98,Yes,2.69,95.76,48.66,D,Needs Improvement,Medium Risk,Pass
STU102765,Kiara Mehta,Female,16,9,B,63.38,2.28,47.71,74.55,77.05,73.06,73.56,90.18,60.57,Yes,37598.0,Graduate,9.05,Yes,7.63,49.74,44.07,D,Needs Improvement,High Risk,Pass
STU102766,Krishna Rao,Female,15,8,A,79.37,0.5,83.15,71.21,73.11,68.98,72.34,81.88,78.12,No,12000.0,Diploma,4.96,No,5.87,51.2,35.87,F,Needs Improvement,High Risk,Fail
STU102767,Kiara Verma,Male,17,12,D,100.0,5.1,84.96,50.82,71.01,89.67,67.46,93.25,68.59,Yes,71502.0,Graduate,7.09,No,1.9,100.0,64.46,B,Average,Low Risk,Pass
STU102768,Saanvi Nair,Male,14,9,B,83.58,2.81,84.89,67.52,71.75,97.11,50.48,74.03,61.32,Yes,25135.0,Diploma,6.41,Yes,4.9,77.31,54.43,C,Average,Medium Risk,Pass
